ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Gene_name
cel04137	Mitophagy - animal	1/235	12/981	0.963394236373946	0.999999997735407	0.691280438340265	CELE_E01G4.1	1	tbc-14
cel00600	Sphingolipid metabolism	1/235	14/981	0.979003332482988	0.999999997735407	0.691280438340265	CELE_C33C12.3	1	gba-1
cel01040	Biosynthesis of unsaturated fatty acids	1/235	14/981	0.979003332482988	0.999999997735407	0.691280438340265	CELE_E04F6.3	1	maoc-1
cel02010	ABC transporters	1/235	14/981	0.979003332482988	0.999999997735407	0.691280438340265	CELE_T21E8.1	1	pgp-6
cel04020	Calcium signaling pathway	1/235	14/981	0.979003332482988	0.999999997735407	0.691280438340265	CELE_ZK909.2	1	kin-1
cel00510	N-Glycan biosynthesis	1/235	17/981	0.990901479550713	0.999999997735407	0.691280438340265	CELE_B0416.6	1	gly-13
cel03008	Ribosome biogenesis in eukaryotes	1/235	19/981	0.994798526836647	0.999999997735407	0.691280438340265	CELE_K01G5.4	1	ran-1
cel04141	Protein processing in endoplasmic reticulum	8/235	68/981	0.99718275156967	0.999999997735407	0.691280438340265	CELE_K08A8.1/CELE_Y77E11A.13/CELE_ZC518.2/CELE_F44G3.6/CELE_F19B6.2/CELE_C05C10.6/CELE_F15C11.2/CELE_C30C11.4	8	mek-1,npp-20,sec-24.2,skr-3,ufd-1,ufd-3,ubql-1,hsp-110
cel00970	Aminoacyl-tRNA biosynthesis	1/235	22/981	0.997757328275615	0.999999997735407	0.691280438340265	CELE_C29H12.1	1	rars-2
cel04144	Endocytosis	7/235	74/981	0.999744011535219	0.999999997735407	0.691280438340265	CELE_F45E4.1/CELE_F19C6.1/CELE_W06D4.5/CELE_ZK1128.8/CELE_C06A6.3/CELE_C44C1.4/CELE_F01F1.4	7	arf-1.1,grk-1,snx-3,vps-29,mvb-12,vps-45,rabn-5
cel00190	Oxidative phosphorylation	2/235	61/981	0.999999342970099	0.999999997735407	0.691280438340265	CELE_C47E12.4/CELE_Y51H1A.3	2	pyp-1,Y51H1A.3
cel03010	Ribosome	2/235	81/981	0.999999997735407	0.999999997735407	0.691280438340265	CELE_C06B8.8/CELE_F37C12.11	2	rpl-38,rps-21
